open_time,close,volume
2025-12-29 10:00:00,43.17,5807.271
2025-12-29 11:00:00,42.83,13009.669
2025-12-29 12:00:00,43.05,9501.905
2025-12-29 13:00:00,42.64,7088.831
2025-12-29 14:00:00,42.33,16471.014
2025-12-29 15:00:00,42.43,12735.934
2025-12-29 16:00:00,42.0,5379.509
2025-12-29 17:00:00,42.74,14980.822
2025-12-29 18:00:00,42.87,8823.43
2025-12-29 19:00:00,42.99,10542.28
2025-12-29 20:00:00,42.89,4514.397
2025-12-29 21:00:00,42.64,5359.235
2025-12-29 22:00:00,42.59,6327.055
2025-12-29 23:00:00,42.39,7983.945
2025-12-30 00:00:00,42.61,2917.64
2025-12-30 01:00:00,42.52,1701.715
2025-12-30 02:00:00,42.48,2008.003
2025-12-30 03:00:00,42.87,5286.95
2025-12-30 04:00:00,42.75,16108.386
2025-12-30 05:00:00,42.42,3442.687
2025-12-30 06:00:00,42.61,2683.566
2025-12-30 07:00:00,42.47,2642.04
2025-12-30 08:00:00,42.46,3826.302
2025-12-30 09:00:00,42.72,4478.771
2025-12-30 10:00:00,42.66,3318.255
2025-12-30 11:00:00,43.01,5039.27
2025-12-30 12:00:00,42.78,13170.214
2025-12-30 13:00:00,43.24,11985.799
2025-12-30 14:00:00,43.35,10018.857
2025-12-30 15:00:00,43.59,7802.516
2025-12-30 16:00:00,42.85,6532.803
2025-12-30 17:00:00,42.86,4005.898
2025-12-30 18:00:00,43.05,2952.132
2025-12-30 19:00:00,43.15,2371.742
2025-12-30 20:00:00,42.88,2909.465
2025-12-30 21:00:00,42.69,2051.884
2025-12-30 22:00:00,42.63,1742.093
2025-12-30 23:00:00,42.65,1901.686
2025-12-31 00:00:00,42.77,3076.982
2025-12-31 01:00:00,43.17,2756.472
2025-12-31 02:00:00,43.17,4456.58
2025-12-31 03:00:00,42.98,2123.6
2025-12-31 04:00:00,42.94,1842.888
2025-12-31 05:00:00,42.73,2548.846
2025-12-31 06:00:00,42.68,3452.912
2025-12-31 07:00:00,42.48,3900.583
2025-12-31 08:00:00,42.01,9144.382
2025-12-31 09:00:00,42.22,4349.656
2025-12-31 10:00:00,42.03,12049.433
2025-12-31 11:00:00,42.44,4217.223
2025-12-31 12:00:00,41.71,5848.007
