open_time,close,volume
2023-05-18,0.1823,7784883.0
2023-05-19,0.1821,13118860.0
2023-05-20,0.1785,13870991.0
2023-05-21,0.1764,8273512.0
2023-05-22,0.1836,15333362.0
2023-05-23,0.1908,15357470.0
2023-05-24,0.19,15745186.0
2023-05-25,0.1939,11241297.0
2023-05-26,0.1927,8370899.0
2023-05-27,0.1968,7465229.0
2023-05-28,0.202,9525128.0
2023-05-29,0.2099,17925730.0
2023-05-30,0.2014,34443898.0
2023-05-31,0.1996,25516916.0
2023-06-01,0.1997,20789625.0
2023-06-02,0.2001,13955982.0
2023-06-03,0.2066,17127937.0
2023-06-04,0.2035,13554420.0
2023-06-05,0.1839,20095757.0
2023-06-06,0.1865,21223625.0
2023-06-07,0.1801,11156254.0
2023-06-08,0.1795,7480561.0
2023-06-09,0.1765,10736654.0
2023-06-10,0.1575,35733018.03
2023-06-11,0.1586,9733369.0
2023-06-12,0.1586,10387389.0
2023-06-13,0.1561,9959300.0
2023-06-14,0.1526,8457836.0
2023-06-15,0.153,9777915.0
2023-06-16,0.1577,5858469.0
2023-06-17,0.1588,5137601.0
2023-06-18,0.1583,2974060.0
2023-06-19,0.1586,8187912.0
2023-06-20,0.1648,8012379.0
2023-06-21,0.1719,9793533.0
2023-06-22,0.1695,9817705.0
2023-06-23,0.1795,7985146.0
2023-06-24,0.1808,6366509.0
2023-06-25,0.1821,7074560.0
2023-06-26,0.18,10681430.0
2023-06-27,0.1838,25224524.0
2023-06-28,0.1742,10573080.0
2023-06-29,0.1777,4737451.0
2023-06-30,0.1824,13958902.0
2023-07-01,0.1864,5572872.0
2023-07-02,0.1841,3852741.0
2023-07-03,0.186,6838275.0
2023-07-04,0.1857,5919888.0
2023-07-05,0.1836,7589754.0
2023-07-06,0.1787,7265393.0
2023-07-07,0.1823,4762086.0
2023-07-08,0.1816,3360487.0
2023-07-09,0.1814,3019536.0
2023-07-10,0.1784,4819563.0
2023-07-11,0.1809,3217164.0
2023-07-12,0.1805,7056814.0
2023-07-13,0.1945,10879830.0
2023-07-14,0.1886,13337185.0
2023-07-15,0.1922,6608580.0
2023-07-16,0.1898,8654323.0
2023-07-17,0.1933,9142000.0
2023-07-18,0.1846,7289101.0
2023-07-19,0.1841,6492299.0
2023-07-20,0.1837,6336647.0
2023-07-21,0.1844,3158747.0
2023-07-22,0.1848,2988524.0
2023-07-23,0.1868,3740555.0
2023-07-24,0.1779,7808582.0
2023-07-25,0.1744,5730949.0
2023-07-26,0.1741,5838601.0
2023-07-27,0.174,3168042.0
2023-07-28,0.1756,2962833.0
2023-07-29,0.1795,2930177.0
2023-07-30,0.1744,3564217.0
2023-07-31,0.1739,1933473.0
2023-08-01,0.1767,5214771.0
2023-08-02,0.1738,4403418.0
2023-08-03,0.1698,3405624.0
2023-08-04,0.1696,2952079.0
2023-08-05,0.1704,3021181.0
2023-08-06,0.1691,3011566.0
2023-08-07,0.1709,6496762.0
2023-08-08,0.1736,5678847.0
2023-08-09,0.174,3136448.0
2023-08-10,0.1714,2106466.0
2023-08-11,0.1713,2388929.0
2023-08-12,0.1715,1354911.0
2023-08-13,0.1685,4110833.0
2023-08-14,0.1685,3416263.0
2023-08-15,0.1619,8385627.0
2023-08-16,0.1558,5626061.0
2023-08-17,0.1439,11403040.37
2023-08-18,0.1454,9719746.0
2023-08-19,0.1464,3897960.0
2023-08-20,0.147,3011204.0
2023-08-21,0.1434,14198480.0
2023-08-22,0.1433,5228835.0
2023-08-23,0.1465,3282472.0
2023-08-24,0.1456,2882534.0
2023-08-25,0.1464,3407407.0
2023-08-26,0.1484,9166136.0
2023-08-27,0.1501,15882157.0
2023-08-28,0.1492,5447282.0
2023-08-29,0.1563,20108334.0
2023-08-30,0.1547,6749069.0
2023-08-31,0.1562,20095961.0
2023-09-01,0.1666,17294693.0
2023-09-02,0.1672,14635484.0
2023-09-03,0.1676,10085998.0
2023-09-04,0.1718,8264624.0
2023-09-05,0.1699,6847472.0
2023-09-06,0.1728,8844942.0
2023-09-07,0.1814,14746306.0
2023-09-08,0.1783,8082122.0
2023-09-09,0.1746,8550829.0
2023-09-10,0.1715,7301241.0
2023-09-11,0.1625,14298643.0
2023-09-12,0.1602,5624868.0
2023-09-13,0.1685,12466356.0
2023-09-14,0.167,8855312.0
2023-09-15,0.161,29178617.0
2023-09-16,0.1572,21004561.0
2023-09-17,0.1488,27477873.0
2023-09-18,0.1482,29857761.0
2023-09-19,0.1489,10207667.0
2023-09-20,0.1487,9561141.0
2023-09-21,0.1475,10286212.0
2023-09-22,0.1483,5419567.0
2023-09-23,0.1514,5583597.0
2023-09-24,0.1487,4659391.0
2023-09-25,0.1505,5282915.0
2023-09-26,0.1494,5023513.0
2023-09-27,0.1497,6017747.0
2023-09-28,0.1527,7913792.0
2023-09-29,0.1519,5159485.0
2023-09-30,0.151,4272894.0
2023-10-01,0.1571,7325560.0
2023-10-02,0.1509,9609114.0
2023-10-03,0.1519,7051636.0
2023-10-04,0.154,11057014.0
2023-10-05,0.1516,3303032.0
2023-10-06,0.154,3527306.0
2023-10-07,0.1547,3015307.0
2023-10-08,0.1553,5453893.0
2023-10-09,0.149,6801599.0
2023-10-10,0.1449,5730886.0
2023-10-11,0.1409,6957784.0
2023-10-12,0.1391,5209083.0
2023-10-13,0.1433,7303003.0
2023-10-14,0.1444,3316531.0
2023-10-15,0.1439,2848484.0
2023-10-16,0.1476,8535149.0
2023-10-17,0.1478,53533781.0
2023-10-18,0.1422,14976452.0
2023-10-19,0.1407,26547250.0
2023-10-20,0.1439,10149719.0
2023-10-21,0.1489,7330906.0
2023-10-22,0.1518,11208205.0
2023-10-23,0.1558,15878356.0
2023-10-24,0.1539,32499327.0
2023-10-25,0.157,11291439.0
2023-10-26,0.1575,11606880.0
2023-10-27,0.1516,14986798.0
2023-10-28,0.1557,10575483.0
2023-10-29,0.1582,8506100.0
2023-10-30,0.1637,12550341.0
2023-10-31,0.1585,20012277.0
2023-11-01,0.1625,16573070.0
2023-11-02,0.1632,18067106.0
2023-11-03,0.1652,11608629.0
2023-11-04,0.1697,11210435.0
2023-11-05,0.1733,26299420.0
2023-11-06,0.1763,18400222.0
2023-11-07,0.1761,24866687.0
2023-11-08,0.1851,36500213.0
2023-11-09,0.1788,46403111.0
2023-11-10,0.1846,26301681.0
2023-11-11,0.1898,33663382.0
2023-11-12,0.2008,40637786.0
2023-11-13,0.188,30716758.0
2023-11-14,0.1861,23465673.0
2023-11-15,0.1943,16210944.0
2023-11-16,0.1836,17264005.0
2023-11-17,0.1827,14738542.0
2023-11-18,0.18,7994872.0
