open_time,close,volume
2023-05-15,105.4,30861.687
2023-05-16,105.8,17036.542
2023-05-17,105.7,21162.891
2023-05-18,103.6,22163.92
2023-05-19,102.9,22534.849
2023-05-20,104.1,10206.461
2023-05-21,102.1,13557.12
2023-05-22,101.5,19225.705
2023-05-23,102.6,14223.849
2023-05-24,100.4,25085.986
2023-05-25,99.0,28824.744
2023-05-26,100.9,25016.117
2023-05-27,101.5,13246.443
2023-05-28,106.5,23103.812
2023-05-29,112.2,52670.802
2023-05-30,116.9,43518.955
2023-05-31,116.7,39126.954
2023-06-01,115.7,37111.753
2023-06-02,118.5,22855.345
2023-06-03,115.9,19573.224
2023-06-04,115.3,11995.091
2023-06-05,111.8,43764.769
2023-06-06,116.9,55668.466
2023-06-07,111.9,35610.083
2023-06-08,110.8,21546.128
2023-06-09,107.3,20405.78
2023-06-10,103.2,65902.539
2023-06-11,102.5,16452.863
2023-06-12,100.0,20775.662
2023-06-13,100.6,59064.382
2023-06-14,98.7,34956.641
2023-06-15,97.8,21116.683
2023-06-16,112.1,132611.025
2023-06-17,104.7,102036.628
2023-06-18,100.7,76161.554
2023-06-19,99.8,46283.866
2023-06-20,99.9,60219.667
2023-06-21,104.9,91331.608
2023-06-22,101.4,62364.588
2023-06-23,105.8,44533.78
2023-06-24,104.5,29738.56
2023-06-25,107.0,34824.955
2023-06-26,106.0,30198.632
2023-06-27,107.3,18335.638
2023-06-28,103.1,31851.646
2023-06-29,106.2,25907.292
2023-06-30,107.8,45446.817
2023-07-01,111.7,23712.753
2023-07-02,110.2,34788.431
2023-07-03,109.8,25082.277
2023-07-04,107.4,16725.118
2023-07-05,105.0,36749.16
2023-07-06,102.4,41010.39
2023-07-07,103.7,26412.022
2023-07-08,103.9,17378.66
2023-07-09,102.3,25823.613
2023-07-10,101.9,32723.069
2023-07-11,102.3,43254.631
2023-07-12,100.7,26499.462
2023-07-13,105.3,67283.565
2023-07-14,102.5,59027.157
2023-07-15,102.0,40429.249
2023-07-16,100.2,41805.614
2023-07-17,101.7,30594.661
2023-07-18,100.4,32507.361
2023-07-19,100.4,26294.047
2023-07-20,103.1,29867.316
2023-07-21,102.4,21413.468
2023-07-22,102.0,16048.037
2023-07-23,104.8,36579.644
2023-07-24,103.3,23973.09
2023-07-25,102.2,21337.588
2023-07-26,102.3,40357.962
2023-07-27,101.7,23045.63
2023-07-28,106.5,60418.827
2023-07-29,111.8,68426.113
2023-07-30,111.0,34145.417
2023-07-31,109.4,43835.678
2023-08-01,108.4,36519.995
2023-08-02,104.7,27661.931
2023-08-03,102.3,50357.561
2023-08-04,102.8,33561.648
2023-08-05,102.1,25111.402
2023-08-06,102.0,42707.228
2023-08-07,101.9,35156.091
2023-08-08,102.3,26426.31
2023-08-09,102.0,24620.233
2023-08-10,101.9,57522.178
2023-08-11,101.7,21017.808
2023-08-12,101.9,18384.418
2023-08-13,101.5,46739.508
2023-08-14,101.3,30910.873
2023-08-15,100.9,47760.684
2023-08-16,100.3,34103.57
2023-08-17,97.1,67312.469
2023-08-18,99.9,44039.277
2023-08-19,100.2,34662.703
2023-08-20,100.5,22143.773
2023-08-21,99.4,20614.278
2023-08-22,100.2,33372.495
2023-08-23,100.0,30358.977
2023-08-24,100.2,14925.645
2023-08-25,101.4,21253.062
2023-08-26,103.2,36685.712
2023-08-27,102.7,18870.356
2023-08-28,101.4,56982.869
2023-08-29,101.3,37655.767
2023-08-30,100.8,21839.206
2023-08-31,99.5,26573.727
2023-09-01,99.0,18818.804
2023-09-02,99.7,11828.669
2023-09-03,98.9,13682.106
2023-09-04,97.4,24207.457
2023-09-05,99.6,15644.549
2023-09-06,100.4,19687.278
2023-09-07,100.9,25042.076
2023-09-08,99.3,17716.637
2023-09-09,98.3,9873.243
2023-09-10,97.9,26649.532
2023-09-11,92.6,66611.038
2023-09-12,92.6,35298.773
2023-09-13,92.5,33999.831
2023-09-14,92.2,25389.932
2023-09-15,93.2,38619.199
2023-09-16,91.5,44887.169
2023-09-17,90.9,25577.788
2023-09-18,91.2,24931.755
2023-09-19,92.0,19533.87
2023-09-20,90.1,25320.708
2023-09-21,89.2,22201.909
2023-09-22,89.9,17502.458
2023-09-23,91.1,17351.755
2023-09-24,88.3,14031.343
2023-09-25,87.5,29587.211
2023-09-26,87.1,58156.95
2023-09-27,88.5,23105.193
2023-09-28,89.8,25623.358
2023-09-29,90.6,16201.824
2023-09-30,90.4,12015.61
2023-10-01,92.1,29626.777
2023-10-02,88.8,31457.204
2023-10-03,87.7,18726.497
2023-10-04,86.3,44326.176
2023-10-05,86.5,24980.811
2023-10-06,89.0,19889.457
2023-10-07,88.3,11608.03
2023-10-08,88.2,9026.443
2023-10-09,87.9,37171.073
2023-10-10,85.6,35625.743
2023-10-11,86.2,19145.452
2023-10-12,84.1,17352.259
2023-10-13,86.7,22989.342
2023-10-14,86.8,10134.106
2023-10-15,85.2,13714.761
2023-10-16,87.2,21817.808
2023-10-17,85.6,17879.993
2023-10-18,85.3,20081.844
2023-10-19,84.7,21776.591
2023-10-20,86.5,24763.22
2023-10-21,88.9,26869.465
2023-10-22,94.6,55777.691
2023-10-23,96.5,56772.681
2023-10-24,98.0,76621.304
2023-10-25,104.9,50616.367
2023-10-26,108.6,60706.618
2023-10-27,105.5,37626.513
2023-10-28,103.8,23488.797
2023-10-29,105.2,23711.051
2023-10-30,105.1,25611.069
2023-10-31,103.2,29845.94
2023-11-01,104.3,47729.785
2023-11-02,99.3,59912.315
2023-11-03,98.9,58046.216
2023-11-04,99.7,31443.672
2023-11-05,101.2,38902.994
2023-11-06,104.4,47361.763
2023-11-07,100.6,49795.639
2023-11-08,106.8,42805.387
2023-11-09,107.2,79514.489
2023-11-10,107.9,44203.348
2023-11-11,107.1,53635.706
2023-11-12,104.2,41198.813
2023-11-13,100.7,54068.407
2023-11-14,101.8,40908.512
2023-11-15,104.3,41790.967
2023-11-16,101.0,49499.352
2023-11-17,100.0,53455.36
2023-11-18,101.2,26684.83
2023-11-19,101.1,27046.431
2023-11-20,99.0,31800.568
2023-11-21,95.1,53708.244
2023-11-22,98.2,28695.117
2023-11-23,98.8,24676.736
2023-11-24,99.2,36713.104
2023-11-25,104.6,41317.441
2023-11-26,100.6,44874.192
2023-11-27,98.9,41427.356
2023-11-28,99.7,33462.74
2023-11-29,98.1,24651.834
2023-11-30,100.1,22371.036
2023-12-01,100.1,29064.964
2023-12-02,101.6,41854.674
2023-12-03,100.8,32275.512
2023-12-04,101.4,70244.196
2023-12-05,107.9,83310.723
2023-12-06,110.8,125570.759
2023-12-07,109.6,63605.844
2023-12-08,114.7,51628.034
2023-12-09,115.1,69735.507
2023-12-10,114.9,35838.062
2023-12-11,112.1,57223.767
2023-12-12,110.6,45444.534
2023-12-13,114.9,52249.97
2023-12-14,114.3,50235.821
2023-12-15,109.8,24691.658
2023-12-16,112.6,26963.559
2023-12-17,108.7,28680.735
2023-12-18,109.4,46410.462
2023-12-19,106.8,32509.509
2023-12-20,108.9,40759.306
2023-12-21,108.5,41928.126
2023-12-22,117.2,53474.468
2023-12-23,114.4,35012.576
2023-12-24,133.6,176999.135
2023-12-25,136.9,194920.823
2023-12-26,144.4,202623.859
2023-12-27,139.2,68822.503
2023-12-28,135.7,53689.563
2023-12-29,134.1,48383.292
2023-12-30,147.7,57198.252
2023-12-31,137.8,66215.992
2024-01-01,140.6,28998.963
2024-01-02,135.9,50842.037
2024-01-03,125.2,89177.124
2024-01-04,128.6,37030.764
2024-01-05,121.3,43463.345
2024-01-06,118.9,33609.49
2024-01-07,112.8,34786.918
2024-01-08,119.2,56646.098
2024-01-09,116.4,46667.369
2024-01-10,127.5,49504.732
2024-01-11,124.5,67675.094
2024-01-12,116.4,82502.097
2024-01-13,120.3,29314.348
2024-01-14,115.4,28226.071
2024-01-15,116.5,25344.304
2024-01-16,119.1,26242.037
2024-01-17,117.6,22613.889
2024-01-18,113.4,33492.636
2024-01-19,114.5,32970.809
2024-01-20,114.9,12203.057
2024-01-21,112.8,16764.404
2024-01-22,106.5,39893.315
2024-01-23,104.9,47418.302
2024-01-24,106.1,28498.728
2024-01-25,105.2,28933.3
2024-01-26,109.7,22507.263
2024-01-27,108.9,16331.931
2024-01-28,105.9,23541.401
2024-01-29,108.6,33343.402
2024-01-30,105.3,33717.28
2024-01-31,102.7,44953.465
2024-02-01,103.5,44958.917
2024-02-02,102.8,30121.408
2024-02-03,102.5,21378.284
2024-02-04,100.8,25539.309
2024-02-05,101.9,32304.542
2024-02-06,103.2,26299.808
2024-02-07,104.4,22581.326
2024-02-08,104.2,29006.37
2024-02-09,105.7,44752.64
2024-02-10,103.5,28664.414
2024-02-11,103.2,26299.285
2024-02-12,106.3,46508.93
2024-02-13,103.6,41793.316
2024-02-14,105.6,36451.574
2024-02-15,111.2,70190.82
2024-02-16,109.8,48463.401
2024-02-17,107.4,39642.532
2024-02-18,110.0,34058.22
2024-02-19,111.9,42513.5
2024-02-20,109.6,59186.851
2024-02-21,105.2,55965.973
2024-02-22,103.2,41056.251
2024-02-23,102.8,47665.293
